case_id,case_number,date_time,primary_type,description,location_description,district,ward,criminal_id,
10581023,HZ329792,09/01/2014 08:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,1,42,88,
10226061,HY413457,09/07/2015 12:51:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),3,20,46,
10226075,HY413504,09/07/2015 02:31:00 AM,BATTERY,SIMPLE,SIDEWALK,12,27,30,
10226078,HY413493,09/07/2015 02:20:00 AM,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,12,27,89,
10226083,HY413465,09/06/2015 10:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,3,20,57,
10226105,HY413522,09/07/2015 02:40:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4,10,20,
10226116,HY413415,09/07/2015 12:07:00 AM,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,12,2,54,
10226117,HY413506,09/06/2015 11:15:00 PM,BURGLARY,UNLAWFUL ENTRY,APARTMENT,12,25,90,
10226119,HY413542,09/07/2015 03:35:00 AM,THEFT,$500 AND UNDER,BAR OR TAVERN,12,27,25,
10226158,HY413512,09/07/2015 02:40:00 AM,ROBBERY,ARMED: HANDGUN,TAXICAB,11,27,91,
10226161,HY413551,09/07/2015 03:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,3,5,60,
10226173,HY413561,09/07/2015 04:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,24,16,
10226179,HY413495,09/07/2015 01:10:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,4,7,13,
10226186,HY413205,09/06/2015 10:00:00 AM,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,4,7,92,
10226207,HY413587,09/07/2015 04:45:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,4,10,20,
10226209,HY413612,09/07/2015 05:20:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,GAS STATION,9,14,93,
10226212,HY413627,09/07/2015 07:30:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,7,17,5,
10226213,HY413560,09/07/2015 04:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,3,5,55,
10226219,HY413523,09/07/2015 02:40:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,SIDEWALK,4,10,94,
10226258,HY413660,09/07/2015 12:30:00 AM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,12,25,90,
10226274,HY413703,09/07/2015 08:50:00 AM,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,5,34,8,
10226290,HY413702,09/07/2015 09:10:00 AM,ASSAULT,SIMPLE,SIDEWALK,4,7,80,
10226304,HY413751,09/07/2015 09:51:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,7,16,5,
10003882,HY193605,03/21/2015 08:33:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,11,28,47,
10226308,HY413701,09/07/2015 09:30:00 AM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,24,7,
10226311,HY413785,09/07/2015 10:40:00 AM,NARCOTICS,POSS: CRACK,SIDEWALK,4,7,20,
10226313,HY413749,09/07/2015 10:30:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,14,82,
10226317,HY413649,09/07/2015 08:00:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CONVENIENCE STORE,6,8,48,
10226321,HY405910,07/07/2015 08:00:00 AM,THEFT,OVER $500,RESIDENCE,14,26,95,
10226338,HY413784,09/07/2015 10:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,8,13,14,
10226355,HY412726,09/06/2015 12:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,10,24,16,
10226365,HY413721,09/07/2015 09:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,3,8,60,
10226384,HY413824,09/07/2015 10:50:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,6,21,15,
10226389,HY413859,09/07/2015 11:46:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,24,47,
10226391,HY413870,09/07/2015 11:41:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,3,7,44,
10226399,HY413716,09/07/2015 09:23:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,3,5,60,
10226405,HY413811,09/07/2015 10:37:00 AM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,27,7,
10226407,HY413887,09/07/2015 11:57:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,12,25,10,
10226413,HY413899,09/07/2015 11:35:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),1,2,45,
11243412,JB168772,08/24/2017 03:18:00 PM,THEFT,OVER $500,RESTAURANT,8,23,96,
10045773,HY234220,04/24/2015 01:17:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,STREET,5,34,97,
10069053,HY257855,05/12/2015 09:21:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,2,20,66,
10226451,HY413900,09/07/2015 11:38:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,8,15,63,
10226464,HY413890,09/07/2015 11:00:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,7,17,87,
10226468,HY413787,09/07/2015 10:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,22,16,
10226484,HY413965,09/07/2015 01:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,14,26,1,
10226498,HY413927,09/07/2015 12:37:00 PM,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,11,27,67,
10226506,HY413941,09/07/2015 12:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,10,24,36,
10226523,HY414004,09/07/2015 01:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,11,28,7,
10226526,HY414001,09/06/2015 12:00:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,3,20,60,
10226538,HY414015,09/07/2015 12:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,10,22,16,
10226549,HY414016,09/07/2015 01:25:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,5,9,9,
10226552,HY413747,09/07/2015 09:02:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,10,12,16,
10226560,HY414029,09/07/2015 01:42:00 PM,BATTERY,SIMPLE,SIDEWALK,8,15,14,
10226569,HY414013,09/07/2015 12:48:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,12,2,10,
10226574,HY414053,09/07/2015 01:37:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,5,9,8,
10226575,HY413938,09/07/2015 12:38:00 PM,BATTERY,SIMPLE,ALLEY,10,22,16,
10226576,HY414094,09/07/2015 02:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,7,20,5,
10226583,HY413923,09/07/2015 12:32:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,1,42,68,
10226584,HY414078,09/07/2015 02:14:00 PM,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,11,28,7,
10003886,HY193562,03/21/2015 06:55:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10226604,HY414135,09/07/2015 03:03:00 PM,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,9,16,76,
10226614,HY414000,09/07/2015 01:29:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,10,24,16,
10226615,HY414118,09/07/2015 02:50:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,10,25,2,
10226617,HY414170,09/07/2015 04:02:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,10,24,36,
10226633,HY414133,09/07/2015 03:23:00 PM,BATTERY,SIMPLE,RESIDENCE,5,34,9,
10226652,HY414189,09/07/2015 03:15:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,8,23,96,
10226653,HY414138,09/07/2015 11:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,9,20,28,
10226658,HY414207,09/07/2015 03:30:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,6,21,15,
10226662,HY414221,09/07/2015 04:35:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,4,7,13,
10226671,HY414236,09/07/2015 04:52:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10226674,HY414190,09/07/2015 04:10:00 PM,BATTERY,SIMPLE,WAREHOUSE,11,27,47,
10226684,HY414155,09/07/2015 02:30:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,2,4,98,
10226694,HY414199,09/07/2015 03:39:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,4,7,35,
10226702,HY414211,09/07/2015 04:15:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,6,8,12,
10226704,HY414274,09/07/2015 05:29:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,2,7,
10226709,HY414244,09/07/2015 05:01:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,10,24,99,
10226720,HY414229,09/07/2015 03:46:00 PM,ASSAULT,SIMPLE,STREET,9,16,69,
10226730,HY414307,09/07/2015 02:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,4,7,24,
10226732,HY414225,09/07/2015 04:45:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,11,27,50,
10226738,HY414305,09/07/2015 05:30:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,14,1,95,
10226744,HY414354,09/07/2015 06:20:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,8,15,27,
10226748,HY414363,09/07/2015 06:47:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,12,2,10,
10226771,HY414197,09/07/2015 03:30:00 PM,NARCOTICS,POSS: CRACK,STREET,7,16,5,
10226773,HY414359,09/07/2015 06:27:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,17,15,
10226779,HY414343,09/07/2015 06:27:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10226798,HY414370,09/07/2015 06:50:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,21,15,
10226800,HY414386,09/07/2015 06:54:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,24,7,
10226809,HY414348,09/07/2015 06:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),10,24,100,
10226824,HY414413,09/07/2015 07:39:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,7,17,101,
10226827,HY414336,09/07/2015 09:00:00 AM,ASSAULT,SIMPLE,RESIDENCE,4,8,80,
10226838,HY414409,09/07/2015 03:10:00 PM,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,APARTMENT,6,21,12,
10226840,HY414422,09/07/2015 06:15:00 PM,ASSAULT,SIMPLE,APARTMENT,5,9,102,
10226842,HY414389,09/07/2015 06:52:00 PM,ASSAULT,SIMPLE,SIDEWALK,11,27,17,
10226852,HY414490,09/07/2015 07:25:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,9,3,82,
10226853,HY414471,09/07/2015 07:32:00 PM,PUBLIC PEACE VIOLATION,MOB ACTION,STREET,10,24,77,
10226856,HY414478,09/07/2015 08:20:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10226860,HY414373,09/07/2015 05:10:00 PM,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROP / TRAIN DEPOT,9,12,103,
10226867,HY414514,09/07/2015 04:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,24,104,
11859677,JC471481,10/13/2019 06:09:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,11,27,7,
11029611,JA361783,07/14/2014 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,4,10,105,
10226876,HY414364,09/07/2015 06:03:00 PM,ASSAULT,SIMPLE,STREET,11,37,17,
10226880,HY414467,09/07/2015 07:58:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,24,36,
10226881,HY414506,09/07/2015 08:45:00 PM,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,2,3,66,
10226885,HY414417,09/07/2015 07:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,5,9,9,
10226887,HY414501,09/07/2015 08:53:00 PM,NARCOTICS,POSS: COCAINE,STREET,8,15,27,
9771966,HX347197,07/16/2014 10:50:00 AM,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,3,20,44,
10226895,HY414558,09/07/2015 09:48:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,28,7,
10226896,HY414548,09/07/2015 09:45:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,12,25,10,
10226897,HY414517,09/07/2015 08:35:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,3,5,57,
10226898,HY414515,09/07/2015 08:55:00 PM,NARCOTICS,POSS: CRACK,ALLEY,11,28,7,
10226900,HY414566,09/07/2015 09:40:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,4,10,80,
10226901,HY414459,09/07/2015 06:00:00 PM,CRIMINAL TRESPASS,TO LAND,GAS STATION,4,8,51,
10226906,HY414587,09/07/2015 10:35:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,7,6,86,
10226907,HY414463,09/07/2015 07:18:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,2,25,
10226908,HY414541,09/07/2015 09:40:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,8,15,27,
10226913,HY414582,09/07/2015 09:58:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,7,16,86,
10226915,HY414562,09/07/2015 09:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,18,27,
9715284,HX282369,05/30/2014 11:06:56 AM,NARCOTICS,POSS: CRACK,APARTMENT,11,2,7,
10226916,HY414540,09/07/2015 09:47:00 PM,NARCOTICS,POSS: CRACK,STREET,11,24,7,
10226919,HY414493,09/07/2015 08:38:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,11,28,47,
10226933,HY414547,09/07/2015 09:48:00 PM,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,11,24,50,
10226937,HY414595,09/07/2015 10:26:00 PM,NARCOTICS,POSS: CRACK,STREET,6,21,12,
10226947,HY414606,09/07/2015 10:32:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,11,28,7,
10226955,HY414590,09/07/2015 10:17:00 PM,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),4,7,106,
10226964,HY414554,09/07/2015 10:53:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,11,27,7,
10226972,HY414544,09/07/2015 09:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,2,3,33,
10226983,HY414622,09/07/2015 10:55:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,6,21,12,
10226984,HY414114,09/07/2015 03:15:00 PM,ROBBERY,AGGRAVATED,OTHER,2,4,107,
10226986,HY414632,09/07/2015 11:10:00 PM,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,11,28,67,
10226988,HY414599,09/07/2015 09:51:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,5,34,108,
10226990,HY414615,09/07/2015 11:05:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,6,6,12,
10226993,HY414625,09/07/2015 11:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,12,2,10,
10226994,HY414565,09/07/2015 09:46:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,3,6,109,
10226995,HY414455,09/07/2015 08:05:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,10,24,16,
10227002,HY414628,09/07/2015 11:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,7,6,3,
10227003,HY414670,09/08/2015 12:19:00 AM,GAMBLING,GAME/DICE,SIDEWALK,7,16,41,
10227011,HY414617,09/07/2015 11:15:00 PM,THEFT,$500 AND UNDER,STREET,6,8,15,
10227012,HY414645,09/07/2015 10:51:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,8,18,14,
10227013,HY414665,09/08/2015 12:25:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,8,15,14,
10227014,HY414657,09/08/2015 12:05:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),11,24,7,
10227016,HY414638,09/07/2015 11:20:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,10,12,110,
10227022,HY414666,09/08/2015 12:05:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY/VEH PARKING LOT,9,11,111,
10227031,HY414667,09/07/2015 09:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,2,104,
10227033,HY414635,09/07/2015 11:30:00 PM,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,1,2,88,
10227036,HY414697,09/08/2015 12:52:00 AM,OTHER OFFENSE,PAROLE VIOLATION,GAS STATION,9,12,76,
10227039,HY414619,09/07/2015 10:46:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,9,20,112,
10227059,HY414642,09/07/2015 11:20:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,3,5,55,
10227067,HY414637,09/07/2015 11:09:00 PM,BATTERY,SIMPLE,CTA PLATFORM,1,2,113,
10227068,HY414732,09/08/2015 02:30:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,14,35,114,
10227074,HY414684,09/07/2015 11:51:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,3,20,46,
10227080,HY414716,09/08/2015 01:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,7,6,3,
10069769,HY258379,05/13/2015 11:00:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",5,6,8,
10227084,HY414725,09/08/2015 02:00:00 AM,THEFT,$500 AND UNDER,BAR OR TAVERN,14,32,95,
10227087,HY414646,09/07/2015 11:17:00 PM,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,RESIDENCE,6,6,85,
10227097,HY414730,09/08/2015 02:05:00 AM,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,8,16,115,
10227108,HY414740,09/08/2015 03:02:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,6,6,31,
11859117,JC470731,10/13/2019 01:30:00 AM,BATTERY,SIMPLE,APARTMENT,6,8,31,
10227119,HY414768,09/08/2015 12:01:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,15,116,
10227122,HY414760,09/08/2015 04:40:00 AM,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,10,28,16,
10227131,HY334979,07/10/2015 11:20:00 AM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,7,17,70,
10227144,HY414773,09/08/2015 05:17:00 AM,NARCOTICS,POSS: CRACK,STREET,4,7,20,
10227200,HY409767,09/04/2015 05:00:00 AM,BURGLARY,UNLAWFUL ENTRY,APARTMENT,10,24,117,
10227208,HY410380,09/04/2015 11:15:00 AM,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,6,17,85,
10067252,HY256325,05/11/2015 06:33:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),11,24,7,
10227222,HY414444,09/07/2015 12:00:00 AM,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,RESIDENCE,8,13,52,
10227232,HY414850,09/08/2015 07:57:00 AM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),11,27,7,
10077783,HY266413,05/19/2015 10:15:00 AM,BATTERY,SIMPLE,STREET,3,6,60,
10227317,HY414795,09/08/2015 05:30:00 AM,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,12,2,25,
10227391,HY414931,09/04/2015 01:30:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,8,18,63,
10227401,HY414560,09/07/2015 09:50:00 PM,ASSAULT,AGGRAVATED: OTHER FIREARM,SIDEWALK,3,5,57,
10227415,HY414883,09/08/2015 06:14:00 AM,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,SIDEWALK,10,24,118,
10227416,HY414992,09/08/2015 10:00:00 AM,CRIMINAL TRESPASS,TO LAND,GAS STATION,9,16,111,
10227514,HY415040,09/08/2015 10:22:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,7,17,5,
10227516,HY415000,09/08/2015 09:30:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,7,20,119,
10227561,HY414993,09/08/2015 09:30:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,COLLEGE/UNIVERSITY GROUNDS,5,8,97,
10227587,HY415108,09/08/2015 11:13:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,6,17,12,
10227642,HY415061,09/08/2015 10:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,5,34,9,
10227679,HY415217,09/08/2015 12:15:00 PM,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,11,24,7,
10227680,HY415072,09/08/2015 09:54:00 AM,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENTIAL YARD (FRONT/BACK),11,24,47,
10227694,HY415205,09/08/2015 11:30:00 AM,ASSAULT,SIMPLE,STREET,5,9,102,
10227707,HY415187,09/08/2015 11:35:00 AM,OTHER OFFENSE,PAROLE VIOLATION,STREET,8,18,63,
10227717,HY415274,09/08/2015 12:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,6,21,12,
10227729,HY415213,09/08/2015 12:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,6,21,31,
10227734,HY415192,09/08/2015 12:05:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,14,26,1,
10227804,HY415278,09/08/2015 12:25:00 PM,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,8,16,120,
10227806,HY415256,09/08/2015 12:10:00 PM,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,7,17,5,
10227810,HY415267,09/08/2015 09:23:00 AM,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,11,27,17,
10227848,HY415288,09/08/2015 12:22:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,15,5,
10227900,HY415294,09/08/2015 12:20:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,2,7,
10227902,HY415282,09/08/2015 01:06:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,5,34,29,
10227964,HY415363,09/08/2015 02:00:00 PM,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,11,27,7,
10227967,HY415141,09/08/2015 11:00:00 AM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER COMMERCIAL TRANSPORTATION,1,2,121,
10227977,HY415412,09/08/2015 02:50:00 PM,CRIMINAL TRESPASS,TO LAND,RESTAURANT,9,3,111,
10227986,HY415306,09/08/2015 11:15:00 AM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,11,27,7,
10227991,HY415471,09/08/2015 03:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,27,7,
10227996,HY415478,09/08/2015 02:52:00 PM,BATTERY,SIMPLE,OTHER,14,26,72,
10228009,HY415382,09/02/2015 05:32:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10228010,HY415406,09/08/2015 01:55:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10228018,HY415498,09/08/2015 03:31:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,12,112,
10228068,HY415507,09/08/2015 02:31:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,27,25,
10228107,HY415737,09/08/2015 05:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,18,27,
10228116,HY415607,09/08/2015 04:30:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,1,2,68,
10228124,HY412238,09/06/2015 12:02:00 AM,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,9,12,40,
10228128,HY415753,09/08/2015 05:50:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,8,13,96,
10228134,HY415785,09/08/2015 06:10:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,2,4,6,
10228149,HY415802,09/08/2015 06:25:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,11,28,7,
10083922,HY272594,05/23/2015 10:29:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,9,20,28,
10228165,HY415798,09/08/2015 06:00:00 PM,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,POLICE FACILITY/VEH PARKING LOT,7,16,122,
10228172,HY415744,09/08/2015 05:40:00 PM,BATTERY,SIMPLE,GROCERY FOOD STORE,10,24,16,
10228173,HY415781,09/08/2015 05:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,6,21,12,
10228180,HY415836,09/08/2015 06:00:00 PM,ASSAULT,SIMPLE,STREET,4,10,80,
10228187,HY415873,09/08/2015 07:15:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10228202,HY415736,09/08/2015 05:39:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,27,47,
10228213,HY415777,09/08/2015 05:46:00 PM,ASSAULT,SIMPLE,SMALL RETAIL STORE,14,26,123,
